Configuration,Total Area (um^2),Read Latency (ns),Write Latency (ns),Read Bandwidth (GB/s),Write Bandwidth (GB/s),Read Dynamic Energy (pJ),Write Dynamic Energy (pJ),Leakage Power (uW)
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/STTRAM/512KB/512KB.out,139569.408,3.708,12.201,8.190,1.337,37.887,135.310,80.222
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/STTRAM/1024KB/1024KB.out,255340.325,8.897,17.359,8.042,0.937,42.086,137.910,80.819
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/STTRAM/2048KB/2048KB.out,510680.650,8.922,17.371,8.042,0.937,45.777,141.601,161.639
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/STTRAM/4096KB/4096KB.out,979533.339,29.143,37.530,7.771,0.431,54.309,146.934,165.421
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/16KB/16KB.out,10965.937,0.599,0.599,29.041,38.907,3.438,0.739,1.523
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/32KB/32KB.out,21234.090,0.747,0.747,15.194,29.071,5.659,1.031,2.998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/64KB/64KB.out,41090.063,1.044,1.044,13.779,19.163,11.165,1.376,5.634
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/128KB/128KB.out,81101.086,1.372,1.372,7.036,14.180,20.022,1.964,11.184
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/256KB/256KB.out,157179.369,2.385,2.385,6.117,7.553,39.812,2.634,20.999
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/512KB/512KB.out,311000.310,3.086,3.086,3.026,5.744,75.156,3.797,41.791
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/1024KB/1024KB.out,611744.682,6.678,6.678,2.525,2.527,149.952,5.070,80.828
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/2048KB/2048KB.out,1217000.0,8.417,8.417,1.186,2.000,291.203,7.393,161.273
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/SRAM/4096KB/4096KB.out,2412000.0,21.537,21.537,0.957,0.761,581.930,9.940,317.066
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/16KB/16KB.out,16364.752,1.888,20.360,10.069,0.791,25.513,82.643,38.953
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/32KB/32KB.out,32729.504,1.890,20.361,10.069,0.791,26.535,83.664,77.907
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/64KB/64KB.out,34174.678,1.917,20.431,9.666,0.789,27.111,85.161,78.349
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/128KB/128KB.out,68349.356,1.926,20.436,9.666,0.789,29.237,87.286,156.698
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/256KB/256KB.out,73623.947,1.998,20.560,8.840,0.784,30.371,90.266,157.745
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/512KB/512KB.out,147247.894,2.038,20.580,8.840,0.784,34.966,94.861,315.490
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/1024KB/1024KB.out,174730.013,2.129,20.591,8.530,0.784,41.814,100.316,329.147
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/2048KB/2048KB.out,349460.026,2.185,20.619,8.530,0.784,47.361,105.863,658.294
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/RRAM/4096KB/4096KB.out,437278.285,2.392,20.837,7.384,0.778,53.502,115.833,675.044
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteDynamicEnergy/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/16KB/16KB.out,9900.584,1.842,10.367,8.331,1.572,31.166,130.006,19.746
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/32KB/32KB.out,14779.559,1.903,10.426,6.601,1.566,31.204,131.473,20.267
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/64KB/64KB.out,23028.188,2.015,10.508,6.588,1.554,31.798,131.836,20.615
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/128KB/128KB.out,46056.376,2.024,10.512,6.588,1.554,33.936,133.975,41.230
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/256KB/256KB.out,81026.272,2.192,10.744,4.466,1.523,35.815,138.557,43.951
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/512KB/512KB.out,168211.792,2.086,10.573,6.567,1.549,42.790,142.348,88.247
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/1024KB/1024KB.out,336423.584,2.192,10.627,6.567,1.549,50.324,149.882,176.494
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/2048KB/2048KB.out,639414.599,2.318,10.681,6.524,1.549,61.277,159.874,200.404
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/STTRAM/4096KB/4096KB.out,1279000.0,2.702,10.873,6.524,1.549,75.794,174.392,400.809
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/16KB/16KB.out,20577.680,0.132,0.125,265.840,279.975,6.646,6.216,2.530
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/32KB/32KB.out,60621.277,0.14,0.126,210.547,178.478,10.124,9.636,8.362
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/64KB/64KB.out,67575.586,0.22,0.203,151.627,137.899,10.752,10.179,8.002
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/128KB/128KB.out,146034.927,0.253,0.218,157.099,142.143,17.068,15.810,15.957
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/256KB/256KB.out,268330.521,0.373,0.307,100.066,93.887,22.391,21.273,36.035
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/512KB/512KB.out,443951.423,0.558,0.456,109.364,66.203,29.094,26.038,62.492
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/1024KB/1024KB.out,795507.641,0.763,0.571,77.817,61.457,39.312,35.188,112.335
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/2048KB/2048KB.out,1505000.0,1.185,0.832,68.595,46.159,57.155,48.991,214.867
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/SRAM/4096KB/4096KB.out,2818000.0,1.892,1.214,43.318,39.977,79.444,67.123,407.426
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/16KB/16KB.out,17014.210,1.891,20.556,7.109,0.786,20.666,92.914,19.543
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/32KB/32KB.out,18357.733,2.021,20.721,5.209,0.781,21.463,108.384,19.853
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/64KB/64KB.out,37772.364,1.892,20.543,7.093,0.786,25.656,97.743,39.812
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/128KB/128KB.out,55843.544,1.947,20.565,8.252,0.785,28.087,92.397,79.310
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/256KB/256KB.out,73623.947,1.998,20.560,8.840,0.784,30.371,90.266,157.745
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/512KB/512KB.out,84984.878,2.176,20.759,7.585,0.778,32.685,96.348,159.843
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/1024KB/1024KB.out,169969.756,2.228,20.785,7.585,0.778,37.960,101.623,319.685
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/2048KB/2048KB.out,349460.026,2.185,20.619,8.530,0.784,47.361,105.863,658.294
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/RRAM/4096KB/4096KB.out,437278.285,2.392,20.837,7.384,0.778,53.502,115.833,675.044
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/ReadEDP/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/16KB/16KB.out,9900.584,1.842,10.367,8.331,1.572,31.166,130.006,19.746
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/32KB/32KB.out,19801.169,1.848,10.370,8.331,1.572,32.820,131.660,39.493
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/64KB/64KB.out,27564.674,1.957,10.477,8.310,1.556,32.945,131.579,39.862
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/128KB/128KB.out,55129.348,1.969,10.483,8.310,1.556,35.381,134.015,79.724
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/256KB/256KB.out,93644.991,2.001,10.494,8.276,1.556,40.133,138.336,82.771
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/512KB/512KB.out,187289.982,2.035,10.511,8.276,1.556,44.358,142.562,165.541
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/1024KB/1024KB.out,293691.355,2.530,10.936,6.562,1.503,46.053,145.631,165.278
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/2048KB/2048KB.out,558139.732,2.627,10.976,6.520,1.503,55.213,153.849,177.625
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/STTRAM/4096KB/4096KB.out,1116000.0,3.011,11.168,6.520,1.503,69.723,168.359,355.251
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/16KB/16KB.out,10965.937,0.599,0.599,29.041,38.907,3.438,0.739,1.523
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/32KB/32KB.out,21234.090,0.747,0.747,15.194,29.071,5.659,1.031,2.998
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/64KB/64KB.out,41090.063,1.044,1.044,13.779,19.163,11.165,1.376,5.634
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/128KB/128KB.out,81101.086,1.372,1.372,7.036,14.180,20.022,1.964,11.184
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/256KB/256KB.out,157356.512,2.362,2.362,6.171,7.635,39.824,2.646,20.959
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/512KB/512KB.out,311183.038,3.054,3.054,3.044,5.809,75.178,3.819,41.736
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/1024KB/1024KB.out,795507.641,0.763,0.571,77.817,61.457,39.312,35.188,112.335
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/2048KB/2048KB.out,1505000.0,1.185,0.832,68.595,46.159,57.155,48.991,214.867
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/SRAM/4096KB/4096KB.out,2830000.0,1.883,1.202,45.165,41.545,79.862,67.355,404.056
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/16KB/16KB.out,29379.061,1.856,20.329,10.178,0.792,25.996,82.666,77.776
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/32KB/32KB.out,32729.504,1.890,20.361,10.069,0.791,26.535,83.664,77.907
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/64KB/64KB.out,34174.678,1.917,20.431,9.666,0.789,27.111,85.161,78.349
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/128KB/128KB.out,68349.356,1.926,20.436,9.666,0.789,29.237,87.286,156.698
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/256KB/256KB.out,73623.947,1.998,20.560,8.840,0.784,30.371,90.266,157.745
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/512KB/512KB.out,147247.894,2.038,20.580,8.840,0.784,34.966,94.861,315.490
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/1024KB/1024KB.out,174730.013,2.129,20.591,8.530,0.784,41.814,100.316,329.147
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/2048KB/2048KB.out,349460.026,2.185,20.619,8.530,0.784,47.361,105.863,658.294
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/RRAM/4096KB/4096KB.out,437278.285,2.392,20.837,7.384,0.778,53.502,115.833,675.044
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/WriteEDP/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/16KB/16KB.out,8509.563,2.266,10.792,10.049,1.504,32.820,129.983,19.460
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/32KB/32KB.out,12520.284,2.316,10.839,9.395,1.504,32.830,130.350,19.634
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/64KB/64KB.out,20539.174,2.330,10.844,8.269,1.504,32.860,131.083,19.976
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/128KB/128KB.out,34892.352,3.699,12.196,8.190,1.337,35.024,132.448,20.055
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/256KB/256KB.out,64843.005,3.759,12.218,6.512,1.337,35.235,133.914,20.742
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/512KB/512KB.out,121186.023,8.948,17.376,6.418,0.937,39.754,136.634,20.892
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/1024KB/1024KB.out,236030.837,9.096,17.391,4.387,0.936,41.413,139.565,22.254
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/2048KB/2048KB.out,460516.691,29.318,37.549,4.305,0.431,52.099,145.019,23.249
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/STTRAM/4096KB/4096KB.out,912255.755,29.797,37.580,2.438,0.431,63.893,150.878,26.670
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/16KB/16KB.out,10800.700,0.76,0.76,39.788,26.273,4.140,1.045,1.446
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/32KB/32KB.out,22642.214,1.500,1.500,41.350,12.079,6.221,2.069,2.815
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/64KB/64KB.out,40262.248,1.768,1.768,18.680,10.382,12.533,1.972,5.312
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_area/LeakagePower/SRAM/128KB/128KB.out,78984.622,1.987,1.987,11.181,9.131,21.369,2.263,10.513
